Frame,Segmentation
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000005880.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000005880.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000004140.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000004140.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000001620.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000001620.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000006000.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000006000.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000003780.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000003780.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000004560.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000004560.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000002400.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000002400.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000002220.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000002220.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000000780.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000000780.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000002580.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000002580.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000000900.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000000900.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000001260.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000001260.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000003420.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000003420.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000001140.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000001140.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000002040.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000002040.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000003720.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000003720.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000004920.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000004920.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000004020.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000004020.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000003480.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000003480.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000005700.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000005700.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000000480.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000000480.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000003240.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000003240.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000001500.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000001500.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000001200.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000001200.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000001320.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000001320.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000001920.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000001920.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000003300.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000003300.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000002640.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000002640.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000003840.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000003840.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000003360.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000003360.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000004320.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000004320.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000001980.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000001980.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000001380.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000001380.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000002520.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000002520.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/frames/000000540.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_34/segmentation/000000540.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000005100.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000005100.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000010740.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000010740.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000002820.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000002820.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000007860.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000007860.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000007260.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000007260.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000010860.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000010860.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000008340.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000008340.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000005580.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000005580.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000010800.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000010800.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000004260.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000004260.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000006780.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000006780.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000007380.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000007380.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000004680.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000004680.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000004620.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000004620.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000005760.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000005760.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000003180.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000003180.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000007620.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000007620.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000006240.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000006240.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000001680.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000001680.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000009540.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000009540.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000003960.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000003960.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000006540.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000006540.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000006960.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000006960.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000000240.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000000240.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000009240.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000009240.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000002160.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000002160.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000000180.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000000180.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000000720.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000000720.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000001440.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000001440.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000008820.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000008820.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000004980.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000004980.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000002700.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000002700.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000001740.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000001740.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000008640.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000008640.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000003600.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000003600.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000000300.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000000300.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000003120.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000003120.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000010440.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000010440.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000005160.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000005160.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000008460.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000008460.png
/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/frames/000008280.png,/home/shobot/Shahbaz_project/SAR_RARP50_challenge/Database/Train/video_28/segmentation/000008280.png
